x_cm,y_cm,z_cm,kineticEnergy_GeV
-13.3518,-1.0250,349.9000,4.2190
-14.8902,-0.5688,349.9000,4.2235
-13.7614,0.0798,349.9000,4.2172
-15.0058,-0.7324,349.9000,4.2255
-13.7385,-0.5489,349.9000,4.2232
-16.2577,-0.3918,349.9000,4.2235
-14.5228,-0.9536,349.9000,4.2219
-13.2359,-1.1947,349.9000,4.2252
-13.9995,0.7020,349.9000,4.2188
-12.9277,0.6480,349.9000,4.2166
-13.8274,-0.0106,349.9000,4.2245
-14.2067,0.5811,349.9000,4.2235
-14.0341,2.7215,349.9000,4.2254
-14.7925,-1.1816,349.9000,4.2244
-14.5525,1.0576,349.9000,4.2154
-16.8135,1.3208,349.9000,4.2203
-12.0930,2.7675,349.9000,4.2250
-15.0828,-1.5336,349.9000,4.2235
-16.6673,-1.3482,349.9000,4.2244
-15.2965,-1.7327,349.9000,4.2252
-12.2492,0.2015,349.9000,4.2254
-15.5530,-0.8791,349.9000,4.2230
-16.3937,-0.1412,349.9000,4.2248
-13.7475,2.9318,349.9000,4.2230
-13.7665,-1.0060,349.9000,4.2246
-14.0931,0.2069,349.9000,4.2255
-14.2463,-1.1232,349.9000,4.2237
-14.2896,-0.5296,349.9000,4.2259
-13.4326,-0.2472,349.9000,4.2209
-15.0616,-0.0134,349.9000,4.2263
-13.6808,0.2959,349.9000,4.2267
-14.7554,0.1637,349.9000,4.2255
-15.8544,1.2504,349.9000,4.2239
-16.4575,-0.7458,349.9000,4.2251
-10.6129,-1.8663,349.9000,4.2211
-13.1513,-0.5944,349.9000,4.2248
-13.9702,-0.9667,349.9000,4.2238
-13.4657,-0.9757,349.9000,4.2238
-14.5641,-0.9166,349.9000,4.2248
-14.4759,-0.9406,349.9000,4.2257
-14.8707,1.0208,349.9000,4.2169
-14.8644,1.0291,349.9000,4.2210
-13.6658,0.1258,349.9000,4.2270
-13.5908,-0.0189,349.9000,4.2246
-15.2121,-0.2416,349.9000,4.2188
-13.5871,1.1199,349.9000,4.2234
-17.0866,-0.6202,349.9000,4.2242
-15.0269,1.9069,349.9000,4.2244
-14.4890,0.2479,349.9000,4.2247
-13.2418,0.5810,349.9000,4.2260
-16.0045,1.3283,349.9000,4.2257
-15.5425,-1.3690,349.9000,4.2232
-12.0280,-0.6793,349.9000,4.2216
-15.6635,0.1338,349.9000,4.2208
-15.7752,-0.4621,349.9000,4.2155
-13.7085,-0.4657,349.9000,4.2250
-12.8243,0.0957,349.9000,4.2239
-12.6823,-0.0854,349.9000,4.2214
-14.6051,-1.7794,349.9000,4.2238
-12.7037,-0.2114,349.9000,4.2241
-15.5268,0.2235,349.9000,4.2256
-15.1414,0.6139,349.9000,4.2254
-14.7537,-0.0644,349.9000,4.2251
-14.7027,-1.0583,349.9000,4.2248
-13.9008,-0.1455,349.9000,4.2257
-13.9768,-0.2189,349.9000,4.2200
-15.9367,-1.2996,349.9000,4.2251
-15.2329,0.4246,349.9000,4.2262
-13.9691,-1.5283,349.9000,4.2257
-16.1647,1.0287,349.9000,4.2237
-13.2249,-0.1967,349.9000,4.2238
-12.8531,-0.1745,349.9000,4.2223
-15.1465,-0.2141,349.9000,4.2253
-14.1109,0.8122,349.9000,4.2254
-14.5840,-1.1549,349.9000,4.2222
-14.5576,0.1968,349.9000,4.2261
-13.7154,-0.1863,349.9000,4.2236
-16.2384,0.3023,349.9000,4.2227
-15.2289,1.6951,349.9000,4.2244
-14.0402,-0.9859,349.9000,4.2247
-16.3004,4.3372,349.9000,4.2236
-14.8401,-0.8652,349.9000,4.2253
-14.1574,-1.1191,349.9000,4.2243
-14.2530,0.0073,349.9000,4.2197
-14.4031,0.4461,349.9000,4.2136
-15.5516,0.1514,349.9000,4.2209
-14.9458,1.3627,349.9000,4.2261
-18.0489,-0.1686,349.9000,4.2126
-12.9095,-1.9223,349.9000,4.2258
-14.9505,0.1811,349.9000,4.2237
-14.6338,-1.0340,349.9000,4.2246
-14.4616,-0.8686,349.9000,4.2257
-14.3534,-0.6360,349.9000,4.2268
-13.0873,-1.0154,349.9000,4.2142
-14.2727,0.5639,349.9000,4.2136
-12.8921,1.5130,349.9000,4.2066
-15.3239,0.5018,349.9000,4.2220
-14.1629,1.9512,349.9000,4.2252
-11.5665,-1.8405,349.9000,4.2239
-15.3980,-0.7285,349.9000,4.2219
-14.5755,-1.3038,349.9000,4.2022
-14.6240,-0.4124,349.9000,4.2168
-14.3614,1.0658,349.9000,4.2209
-12.8925,-1.3918,349.9000,4.2219
-15.0505,1.2528,349.9000,4.2254
-15.4964,0.3567,349.9000,4.2179
-15.3669,-0.5050,349.9000,4.2193
-14.8563,0.2063,349.9000,4.2059
-15.8943,0.1549,349.9000,4.2252
-12.4535,2.2258,349.9000,4.2232
-15.6130,0.2476,349.9000,4.2246
-14.7008,-0.3312,349.9000,4.2241
-15.4086,-2.2733,349.9000,4.2248
-14.8447,-0.9675,349.9000,4.2262
-15.3762,0.2822,349.9000,4.2153
-15.4032,1.4662,349.9000,4.2261
-14.2871,-1.1160,349.9000,4.2250
-14.3821,0.0232,349.9000,4.2217
-14.7384,0.2054,349.9000,4.2226
-14.2717,-0.5912,349.9000,4.2162
-12.6696,-0.0311,349.9000,4.2255
-12.6797,-0.0628,349.9000,4.2242
-15.7264,-0.5450,349.9000,4.2244
-13.9298,0.0411,349.9000,4.2250
-13.3028,-0.2608,349.9000,4.2196
-14.9808,0.9273,349.9000,4.2237
-15.6879,-0.1189,349.9000,4.2242
-23.5017,1.2220,349.9000,4.1789
-15.3709,-0.3350,349.9000,4.2245
-14.4187,0.7054,349.9000,4.2248
-14.8074,0.4185,349.9000,4.2259
-14.6461,1.8953,349.9000,4.2213
-17.3943,-0.7131,349.9000,4.2208
-15.9222,-0.3144,349.9000,4.2266
-13.7325,-1.5796,349.9000,4.1947
-14.5024,-0.5273,349.9000,4.2241
-13.8565,0.6950,349.9000,4.2209
-15.2762,-0.4190,349.9000,4.2261
-15.5094,0.4930,349.9000,4.2243
-19.8364,-1.3485,349.9000,4.2223
-13.3580,-0.7568,349.9000,4.2253
-14.7275,-1.1184,349.9000,4.2221
-11.4057,3.9738,349.9000,4.2095
-14.4631,1.8935,349.9000,4.2256
-15.9003,-1.1267,349.9000,4.2254
-14.4145,-0.8737,349.9000,4.2242
-14.8924,-0.0676,349.9000,4.2257
-15.6076,-0.2625,349.9000,4.2254
-15.4982,-0.8980,349.9000,4.2265
-13.9043,-2.3946,349.9000,4.2258
-14.3476,1.4067,349.9000,4.2214
-13.8557,2.8493,349.9000,4.2234
-14.6171,0.6208,349.9000,4.2255
-14.8357,-1.1668,349.9000,4.2255
-14.8215,-0.2288,349.9000,4.2198
-19.1659,-0.0619,349.9000,4.2064
-11.9785,-0.4547,349.9000,4.2244
-16.4974,-0.8232,349.9000,4.2234
-13.9608,-0.9073,349.9000,4.2100
-13.0424,-1.2043,349.9000,4.2237
-13.5402,-0.6182,349.9000,4.2256
-13.5805,-1.7854,349.9000,4.2236
-13.6456,0.3894,349.9000,4.2212
-11.1860,19.0025,349.9000,4.2221
-15.9278,1.9302,349.9000,4.2218
-14.7028,1.9606,349.9000,4.2217
-14.3397,-0.1986,349.9000,4.2264
-13.9313,-0.3155,349.9000,4.2203
-15.6194,-0.7281,349.9000,4.2241
-14.2388,1.2549,349.9000,4.2190
-14.4223,-0.0969,349.9000,4.2248
-15.0628,-0.8174,349.9000,4.2234
-15.4813,0.8596,349.9000,4.2235
-14.7617,0.8843,349.9000,4.2249
-14.1946,-0.0378,349.9000,4.2253
-14.2442,0.5362,349.9000,4.2248
-14.8118,0.5709,349.9000,4.2242
-15.6590,1.0042,349.9000,4.2250
-13.3988,-0.0966,349.9000,4.2237
-15.0602,-1.4938,349.9000,4.2202
-14.2612,1.0040,349.9000,4.2243
-16.4859,-0.0049,349.9000,4.2187
-15.2811,-0.5018,349.9000,4.2253
-13.6921,-0.4597,349.9000,4.2216
-13.2771,-0.7322,349.9000,4.2181
-14.3364,-1.8186,349.9000,4.2213
-15.5988,-0.0165,349.9000,4.2260
-15.8771,-0.1161,349.9000,4.2217
-15.5711,-0.0519,349.9000,4.2241
-15.0006,-1.2046,349.9000,4.2195
-15.5625,-1.9080,349.9000,4.2225
-15.4531,0.4492,349.9000,4.2199
-14.1939,0.0387,349.9000,4.2227
-15.2962,-0.6027,349.9000,4.2245
-13.6013,0.0840,349.9000,4.2218
-12.4923,-0.7922,349.9000,4.2024
-15.3410,0.3203,349.9000,4.2230
-12.3887,-0.4539,349.9000,4.2223
-14.5443,1.1168,349.9000,4.2239
-17.4484,0.7310,349.9000,4.2157
-15.7007,-1.4321,349.9000,4.2247
-14.5970,-0.5063,349.9000,4.2248
-14.9209,-1.5887,349.9000,4.2236
-14.9831,0.5258,349.9000,4.2245
-15.7863,0.6098,349.9000,4.2178
-12.9981,0.2333,349.9000,4.2010
-15.4016,-0.2663,349.9000,4.2242
-14.8054,0.3321,349.9000,4.2176
-15.4588,0.4927,349.9000,4.2247
-13.7601,0.3028,349.9000,4.2174
-15.5522,1.3037,349.9000,4.2141
-14.9544,0.8500,349.9000,4.2237
-15.2452,-0.4382,349.9000,4.2255
-14.3708,0.5240,349.9000,4.2251
-15.4968,-1.0357,349.9000,4.2251
-13.6691,-0.0006,349.9000,4.2172
-14.4748,1.1333,349.9000,4.2239
-14.9510,-2.3898,349.9000,4.2250
-12.7634,-1.0094,349.9000,4.2217
-13.0444,-1.4906,349.9000,4.2240
-16.6132,1.6015,349.9000,4.2241
-14.7401,-0.1042,349.9000,4.2234
-12.7397,1.0690,349.9000,4.2263
-15.8904,-0.4090,349.9000,4.2232
-16.3803,-0.7796,349.9000,4.2234
-13.3314,1.0065,349.9000,4.2231
-14.6535,0.4918,349.9000,4.2205
-16.2106,-2.6092,349.9000,4.2223
-15.1374,-0.6793,349.9000,4.2248
-13.1363,-0.4986,349.9000,4.2229
-13.2207,0.9413,349.9000,4.2200
-15.6249,-0.0938,349.9000,4.2236
-14.1151,-0.8984,349.9000,4.2262
-14.6301,0.6038,349.9000,4.2254
-15.2411,0.2806,349.9000,4.2245
-14.1872,-0.3549,349.9000,4.2240
-13.0032,0.8190,349.9000,4.2158
-14.8735,0.2313,349.9000,4.2236
-13.3951,0.7495,349.9000,4.2250
-17.6391,-0.4514,349.9000,4.2252
-15.1119,-0.3200,349.9000,4.2242
-14.4666,0.9408,349.9000,4.2246
-15.2205,0.0543,349.9000,4.2267
-15.3194,-0.0047,349.9000,4.2219
-15.0634,0.4575,349.9000,4.2239
-14.0395,0.0134,349.9000,4.2255
-13.2822,-1.0426,349.9000,4.2253
-15.5232,0.7387,349.9000,4.2255
-15.6519,1.1034,349.9000,4.2229
-14.6632,0.4552,349.9000,4.2232
-14.7166,-0.9640,349.9000,4.2204
-14.0861,1.1334,349.9000,4.2248
-13.3664,1.4331,349.9000,4.2247
-14.6909,1.8022,349.9000,4.2241
-13.9148,0.0779,349.9000,4.2233
-15.8773,-0.8545,349.9000,4.2238
-14.1393,-0.2252,349.9000,4.2252
-16.3757,1.2577,349.9000,4.2245
-17.3889,-1.7567,349.9000,4.2176
-15.5270,0.9216,349.9000,4.2243
-15.7452,0.7781,349.9000,4.2243
-15.6766,-0.4404,349.9000,4.2254
-14.3456,2.4252,349.9000,4.2233
-13.7056,0.9369,349.9000,4.2256
-14.3433,-1.8519,349.9000,4.2244
-14.5894,1.0892,349.9000,4.2245
-14.1804,-1.2942,349.9000,4.2226
-15.2176,0.2492,349.9000,4.2215
-16.0181,0.3051,349.9000,4.2245
-14.3283,0.4733,349.9000,4.2256
-15.3788,-0.8278,349.9000,4.2263
-15.4881,-1.4974,349.9000,4.2240
-14.5777,-1.0346,349.9000,4.2221
-14.4572,2.9049,349.9000,4.2231
-15.3573,1.0881,349.9000,4.2234
-15.3331,0.3406,349.9000,4.2232
-16.6362,1.9793,349.9000,4.2174
-13.6349,-1.3134,349.9000,4.2237
-15.2102,-0.7444,349.9000,4.2185
-14.1787,1.3025,349.9000,4.2209
-14.1773,-0.1485,349.9000,4.2229
-13.1007,0.8353,349.9000,4.2180
-13.5569,-1.6571,349.9000,4.2220
-14.2384,0.3988,349.9000,4.2237
-14.8288,0.7333,349.9000,4.2241
-15.6715,-2.1336,349.9000,4.2249
-19.3894,2.6053,349.9000,4.2165
-15.2494,-1.0160,349.9000,4.2247
-15.0513,0.5433,349.9000,4.2074
-15.8695,-0.7315,349.9000,4.2240
-12.8055,0.8030,349.9000,4.2220
-15.3205,0.8297,349.9000,4.2192
-15.0088,-0.6291,349.9000,4.2222
-14.9685,-1.0572,349.9000,4.2251
-14.0276,1.2724,349.9000,4.2237
-15.4139,-2.5788,349.9000,4.2238
-15.1964,1.0614,349.9000,4.2256
-13.7474,-1.0450,349.9000,4.2232
-13.1207,-0.7966,349.9000,4.2246
-13.1571,-0.7418,349.9000,4.2192
-14.5832,1.3192,349.9000,4.2254
-12.6055,0.3941,349.9000,4.2256
-13.6617,-2.3233,349.9000,4.2234
-15.8309,1.3044,349.9000,4.2261
-13.8497,-0.4562,349.9000,4.2228
-16.0937,0.9750,349.9000,4.2252
-13.5848,-0.0926,349.9000,4.2231
-16.1394,-0.2937,349.9000,4.2218
-18.2830,0.8904,349.9000,4.2204
-15.0504,-0.6104,349.9000,4.2192
-13.6102,1.2957,349.9000,4.2244
-15.2593,-0.5114,349.9000,4.2144
-15.4587,1.8232,349.9000,4.2247
-14.9921,-1.3429,349.9000,4.2210
-15.4853,-0.6068,349.9000,4.2260
-15.7674,-0.3489,349.9000,4.2218
-15.8861,1.4646,349.9000,4.2217
-14.8710,0.0224,349.9000,4.2242
-14.2767,-0.1911,349.9000,4.2256
-15.5335,-0.5318,349.9000,4.2202
-9.9738,-4.8293,349.9000,4.2222
-14.3309,0.1059,349.9000,4.2216
-16.0409,-1.5834,349.9000,4.2247
-15.4705,-0.6045,349.9000,4.2251
-15.7553,1.3432,349.9000,4.2259
-15.0050,0.6248,349.9000,4.2204
-14.3931,1.9740,349.9000,4.2218
-14.5439,0.2429,349.9000,4.2220
-14.7327,0.0905,349.9000,4.2252
-13.5103,0.2455,349.9000,4.2230
-17.2246,-0.0383,349.9000,4.2217
-12.8658,1.5527,349.9000,4.2248
-17.1730,0.1721,349.9000,4.2246
-14.8647,0.1125,349.9000,4.2250
-13.7150,0.2161,349.9000,4.2142
-12.5222,0.0751,349.9000,4.2242
-13.5957,-1.5081,349.9000,4.2244
-14.4696,-1.0480,349.9000,4.2249
-11.8628,-7.5913,349.9000,4.2203
-15.7815,0.2976,349.9000,4.2200
-14.2809,0.4055,349.9000,4.2241
-14.9089,0.4285,349.9000,4.2242
-13.7247,-1.5515,349.9000,4.2245
-16.2471,2.0003,349.9000,4.2241
-16.5341,-0.7816,349.9000,4.2268
-15.2370,0.0239,349.9000,4.2262
-13.2494,-0.2272,349.9000,4.2238
-13.6571,0.2729,349.9000,4.2233
-13.7883,0.1813,349.9000,4.2207
-14.6361,-0.8563,349.9000,4.2231
-14.8532,-0.9166,349.9000,4.2235
-15.2965,0.7640,349.9000,4.2123
-17.8246,-3.2886,349.9000,4.2241
-13.7674,-0.1570,349.9000,4.2218
-5.6463,0.8749,349.9000,4.2197
-13.9509,-0.4279,349.9000,4.2241
-16.0307,-0.1309,349.9000,4.2262
-15.3189,-1.1739,349.9000,4.2181
-14.4603,1.3911,349.9000,4.2236
-14.9561,-0.4641,349.9000,4.2255
-13.2742,0.9730,349.9000,4.2183
-16.1514,-1.3984,349.9000,4.2242
-15.6864,-0.4821,349.9000,4.2191
-13.3415,0.2129,349.9000,4.2228
-13.7876,-0.4437,349.9000,4.2218
-13.6462,-0.3237,349.9000,4.2244
-14.5258,0.3318,349.9000,4.2252
-13.8180,0.2995,349.9000,4.2179
-14.9356,-0.3154,349.9000,4.2241
-14.5179,-0.9383,349.9000,4.2262
-14.5862,0.0600,349.9000,4.2244
-14.1582,0.0244,349.9000,4.2255
-16.5701,0.9731,349.9000,4.2240
-13.8859,-1.5750,349.9000,4.2221
-15.7797,-0.3032,349.9000,4.2215
-13.9609,-0.8874,349.9000,4.2214
-16.6505,-0.7649,349.9000,4.2227
-15.2958,1.6549,349.9000,4.2214
-15.7191,0.0227,349.9000,4.2194
-14.0711,0.7998,349.9000,4.2260
-16.3609,-0.1040,349.9000,4.2237
-14.4319,-0.0672,349.9000,4.2235
-14.5288,-0.0807,349.9000,4.2166
-13.5781,0.2786,349.9000,4.2255
-14.6223,0.2625,349.9000,4.2203
-14.0029,0.3468,349.9000,4.2252
-15.5444,-1.4498,349.9000,4.2260
-14.8476,-0.0829,349.9000,4.2250
-14.2856,1.2257,349.9000,4.2181
-14.8026,-0.0255,349.9000,4.2148
-15.2095,0.2713,349.9000,4.2235
-13.1125,0.4130,349.9000,4.2246
-13.3954,-0.0642,349.9000,4.2248
-15.7768,1.3777,349.9000,4.2264
-14.5971,0.5277,349.9000,4.2187
-18.2729,1.1854,349.9000,4.2259
-15.7109,0.5801,349.9000,4.2255
-15.1371,0.3817,349.9000,4.2201
-14.9507,1.0437,349.9000,4.2260
-14.2679,0.3881,349.9000,4.2216
-15.8274,0.3943,349.9000,4.2266
-15.0876,-0.7580,349.9000,4.2244
-15.2869,0.9531,349.9000,4.2180
-16.6237,-0.4390,349.9000,4.2234
-15.4717,-0.8440,349.9000,4.2094
-20.6922,-2.2871,349.9000,4.2146
-14.0991,0.8413,349.9000,4.2124
-15.0829,0.2451,349.9000,4.2252
-15.4266,0.5825,349.9000,4.2246
-14.5027,0.0701,349.9000,4.2228
-14.7655,-0.2167,349.9000,4.2191
-14.8274,-1.0470,349.9000,4.2155
-14.0658,-0.9597,349.9000,4.2240
-14.2331,-0.5178,349.9000,4.2199
-11.7675,-0.9821,349.9000,4.2177
-14.7346,-0.1033,349.9000,4.2226
-15.5731,0.3064,349.9000,4.2090
-13.8931,-0.2216,349.9000,4.2234
-14.2779,0.7600,349.9000,4.2256
-16.3427,0.4692,349.9000,4.2220
-15.7643,0.3124,349.9000,4.2223
-15.1564,0.1417,349.9000,4.2212
-15.9981,-1.0725,349.9000,4.2261
-15.0057,0.5123,349.9000,4.2240
-15.1181,-2.4685,349.9000,4.2199
-14.3074,-1.0547,349.9000,4.2112
-14.1839,-0.3247,349.9000,4.2235
-15.0820,1.6208,349.9000,4.2264
-15.9501,0.3875,349.9000,4.2229
-14.0737,-1.0230,349.9000,4.2235
-14.7193,0.8735,349.9000,4.2185
-12.9937,-0.1342,349.9000,4.2248
-13.7744,-0.3148,349.9000,4.2247
-14.7700,1.9511,349.9000,4.2226
-13.7877,0.1314,349.9000,4.2144
-12.9802,-0.1288,349.9000,4.2241
-14.3907,0.9389,349.9000,4.2240
-15.6635,-0.3064,349.9000,4.2177
-14.2541,-0.2102,349.9000,4.2228
-15.4982,0.9069,349.9000,4.2245
-14.4111,0.7755,349.9000,4.2262
-16.0274,-1.5448,349.9000,4.2241
-15.9080,0.6321,349.9000,4.2258
-15.1734,0.6038,349.9000,4.2244
-15.6205,-0.2933,349.9000,4.2228
-12.5206,0.0384,349.9000,4.2102
-14.1332,-0.0594,349.9000,4.2173
-12.9153,-1.3330,349.9000,4.2227
-13.8876,0.1620,349.9000,4.2262
-14.3527,0.3594,349.9000,4.2234
-15.9399,0.1678,349.9000,4.2257
-14.1953,-1.1759,349.9000,4.2158
-12.1496,-4.0246,349.9000,4.2247
-14.3624,0.3808,349.9000,4.2173
-13.8569,0.0836,349.9000,4.2218
-15.2635,-0.6281,349.9000,4.2226
-14.1929,0.7602,349.9000,4.2253
-14.6893,0.4499,349.9000,4.2251
-14.4893,0.9325,349.9000,4.2238
-15.0746,0.2215,349.9000,4.2236
-15.9386,0.8226,349.9000,4.2222
-15.1902,1.4666,349.9000,4.2249
-14.3556,0.6302,349.9000,4.2254
-14.7627,0.3224,349.9000,4.2234
-15.6421,0.0662,349.9000,4.2236
-13.4942,0.1541,349.9000,4.2245
-13.7816,-2.0437,349.9000,4.2245
-9.7767,-0.3242,349.9000,4.2245
-15.2311,0.6371,349.9000,4.2251
-14.4055,-0.1281,349.9000,4.2256
-14.1374,1.4150,349.9000,4.2247
-13.9360,1.4938,349.9000,4.2251
-15.0596,-1.0608,349.9000,4.2259
-14.6363,1.0516,349.9000,4.2258
-17.1376,2.5273,349.9000,4.2209
-16.1619,1.5718,349.9000,4.2248
-13.5771,0.6084,349.9000,4.2259
-15.1254,-0.0428,349.9000,4.2230
-15.0877,-2.4445,349.9000,4.2244
-15.7665,3.4141,349.9000,4.2252
-11.1461,-3.6312,349.9000,4.2079
-13.1202,-0.3352,349.9000,4.2208
-13.5542,-0.5169,349.9000,4.2242
-13.0690,-0.5184,349.9000,4.2189
-13.8487,0.7980,349.9000,4.2213
-12.6800,0.0095,349.9000,4.2253
-12.6481,-0.8020,349.9000,4.2198
-14.9247,0.3872,349.9000,4.2127
-13.9803,-2.3054,349.9000,4.2186
-13.6637,1.3028,349.9000,4.2255
-15.2477,0.1599,349.9000,4.2244
-15.2920,-0.3902,349.9000,4.2254
-13.5515,-0.7992,349.9000,4.2249
-14.9113,0.1730,349.9000,4.2242
-13.5291,1.3009,349.9000,4.2221
-15.6333,0.8452,349.9000,4.2242
-14.2180,-0.1034,349.9000,4.2230
-15.1889,0.7735,349.9000,4.2260
-14.1545,-0.7423,349.9000,4.2239
-13.3645,0.4932,349.9000,4.2240
-14.9281,0.6643,349.9000,4.2226
-15.2607,-1.2375,349.9000,4.2236
-14.2022,0.9234,349.9000,4.2246
-14.7049,-1.9343,349.9000,4.2185
-12.8823,0.5466,349.9000,4.2224
-15.0388,0.0194,349.9000,4.2240
-14.3859,-0.2589,349.9000,4.2223
-13.2500,0.0268,349.9000,4.2224
-13.8609,1.4513,349.9000,4.2238
-14.5760,-0.2062,349.9000,4.2110
-14.4896,-2.3588,349.9000,4.2172
-14.0486,-1.7741,349.9000,4.2186
-15.5548,-1.4951,349.9000,4.2252
-15.7120,0.2246,349.9000,4.2198
-15.5904,0.2756,349.9000,4.2090
-13.9227,1.8746,349.9000,4.2178
-14.3487,0.0208,349.9000,4.2214
-13.6020,-0.6332,349.9000,4.2111
-13.9488,-0.3726,349.9000,4.2256
-13.3365,-0.4954,349.9000,4.2245
-14.4509,-0.1737,349.9000,4.2244
-15.4513,-1.8199,349.9000,4.2234
-13.7651,-0.7579,349.9000,4.2218
-12.8339,-0.5244,349.9000,4.2174
-14.6731,0.7506,349.9000,4.2250
-13.6555,-1.0369,349.9000,4.2255
-15.2687,-0.0455,349.9000,4.2249
-13.7309,2.4377,349.9000,4.2218
-16.3417,-0.2363,349.9000,4.2210
-14.5914,-1.1639,349.9000,4.2236
-16.0801,-0.4627,349.9000,4.2248
-15.8305,-0.8895,349.9000,4.2237
-13.5031,1.1928,349.9000,4.2237
-16.1288,-2.1648,349.9000,4.2211
-14.3412,0.3105,349.9000,4.2214
-13.0664,0.8878,349.9000,4.2255
-12.8713,-0.7147,349.9000,4.2249
-14.5855,-0.5117,349.9000,4.2252
-14.8290,-0.9230,349.9000,4.2175
-12.8357,-0.0297,349.9000,4.2241
-13.7994,-0.1382,349.9000,4.2191
-15.2926,-0.4099,349.9000,4.2237
-14.5930,-1.4370,349.9000,4.2221
-14.3549,-0.2334,349.9000,4.2250
-15.4986,-1.8171,349.9000,4.2261
-13.9923,1.1099,349.9000,4.2257
-14.6151,1.1377,349.9000,4.2155
-14.5729,-0.7940,349.9000,4.2243
-15.0182,1.0328,349.9000,4.2202
-15.3462,-0.7554,349.9000,4.2212
-14.2290,1.0774,349.9000,4.2258
-15.0573,0.4630,349.9000,4.2207
-15.4132,1.2142,349.9000,4.2247
-14.2251,1.1390,349.9000,4.2194
-15.3413,0.8545,349.9000,4.2196
-15.1024,0.3553,349.9000,4.2250
-16.2608,0.3626,349.9000,4.2242
-14.6553,0.4255,349.9000,4.2190
-14.5389,-0.2897,349.9000,4.2172
-14.4699,0.3854,349.9000,4.2208
-12.7063,-0.7412,349.9000,4.2239
-13.6342,2.0945,349.9000,4.2250
-13.9996,1.0095,349.9000,4.2228
-14.8445,-0.1908,349.9000,4.2253
-13.5259,-2.8161,349.9000,4.2252
-14.7126,-1.7863,349.9000,4.2240
-15.5453,-1.0529,349.9000,4.2215
-13.0660,-0.6115,349.9000,4.2232
-14.8055,1.9418,349.9000,4.2237
-13.5933,-1.6564,349.9000,4.2258
-11.6328,0.1486,349.9000,4.2252
-13.6040,0.2745,349.9000,4.2184
-15.1111,1.0167,349.9000,4.2242
-14.2446,-0.8615,349.9000,4.2224
-14.0449,-1.4654,349.9000,4.2256
-14.6497,-1.1898,349.9000,4.2227
-16.2918,-0.1477,349.9000,4.2255
-15.6115,1.2850,349.9000,4.2238
-14.0347,1.6363,349.9000,4.2222
-14.4443,-0.4605,349.9000,4.2198
-14.5170,0.9508,349.9000,4.2139
-14.4805,-3.6436,349.9000,4.2140
-13.0952,-1.3445,349.9000,4.2217
-13.5218,-1.6239,349.9000,4.2229
-16.8211,-1.3861,349.9000,4.2104
-13.3968,-2.2111,349.9000,4.2232
-12.7018,-1.8645,349.9000,4.2250
-14.8397,0.0538,349.9000,4.2253
-15.4304,-0.4751,349.9000,4.2244
-12.6238,0.3683,349.9000,4.2217
-15.8155,-0.5333,349.9000,4.2230
-13.7768,2.8095,349.9000,4.2228
-14.5161,-0.6239,349.9000,4.2231
-12.8405,0.9678,349.9000,4.2247
-13.2219,0.7963,349.9000,4.2207
-13.2648,-0.1852,349.9000,4.2247
-14.4983,-1.3663,349.9000,4.2192
-13.1750,0.9060,349.9000,4.2229
-14.9929,1.1017,349.9000,4.2204
-14.7964,-1.3277,349.9000,4.2252
-15.9545,0.5567,349.9000,4.2256
-15.2118,0.3155,349.9000,4.2256
-16.3283,-0.7763,349.9000,4.2206
-15.1427,3.7206,349.9000,4.2150
-14.6932,-0.0703,349.9000,4.2226
-16.2216,-0.5264,349.9000,4.2246
-13.2635,-0.1351,349.9000,4.2165
-15.5488,0.0501,349.9000,4.2253
-14.8685,0.3646,349.9000,4.2253
-15.4044,1.6440,349.9000,4.2222
-16.3159,0.5426,349.9000,4.2216
-14.3869,2.9447,349.9000,4.2231
-13.1275,-0.1961,349.9000,4.2195
-13.5458,-0.0239,349.9000,4.2231
-15.1156,0.8703,349.9000,4.2226
-13.5811,1.4366,349.9000,4.2208
-14.3781,-0.5665,349.9000,4.2244
-14.2146,1.6330,349.9000,4.2266
-15.0777,-0.1488,349.9000,4.2228
-14.6962,-0.8119,349.9000,4.2107
-14.5158,-0.3551,349.9000,4.2179
-13.1563,0.3336,349.9000,4.2264
-14.1322,-0.2988,349.9000,4.2241
-15.9393,0.4885,349.9000,4.2197
-15.3716,0.9224,349.9000,4.2245
-14.7678,-0.0685,349.9000,4.2258
-14.9583,-0.9562,349.9000,4.2238
-14.5853,-0.2571,349.9000,4.2205
-15.6835,-1.3116,349.9000,4.2219
-14.4984,-0.3653,349.9000,4.2239
-14.2792,-1.3076,349.9000,4.2225
-14.4932,-0.4566,349.9000,4.2234
-14.5281,0.0265,349.9000,4.2233
-12.9034,-0.4147,349.9000,4.2238
-15.6072,-0.5147,349.9000,4.2246
-14.7029,0.9570,349.9000,4.2256
-15.4464,1.0489,349.9000,4.2244
-14.7340,-0.6306,349.9000,4.2235
-14.5073,0.4086,349.9000,4.2256
-14.9965,-1.8805,349.9000,4.2205
-16.7983,6.7553,349.9000,4.1967
-14.4560,-0.3013,349.9000,4.2202
-15.5054,-1.2225,349.9000,4.2245
-15.0043,-0.1403,349.9000,4.2253
-15.0080,0.8344,349.9000,4.2198
-13.7698,1.3448,349.9000,4.2214
-15.0407,-0.0218,349.9000,4.2240
-14.6860,0.7882,349.9000,4.2250
-14.8420,0.6797,349.9000,4.2256
