x_cm,y_cm,z_cm,kineticEnergy_GeV
-14.0710,-0.6583,349.9000,4.2051
-17.2097,-2.5074,349.9000,4.1996
-13.3137,0.7694,349.9000,4.2024
-15.0292,-0.0640,349.9000,4.1934
-14.9583,-0.0498,349.9000,4.1981
-15.0932,0.0220,349.9000,4.2037
-14.9840,0.1194,349.9000,4.2036
-13.2332,-1.1760,349.9000,4.2012
-13.9908,-1.2678,349.9000,4.2071
-12.4738,6.5623,349.9000,4.2046
-14.9849,0.9140,349.9000,4.2006
-14.2054,-0.2661,349.9000,4.2071
-14.1208,-1.0221,349.9000,4.2034
-14.8689,-2.0287,349.9000,4.2027
-8.7707,-0.1080,349.9000,4.2073
-13.6164,-1.8249,349.9000,4.1962
-14.0163,-1.4816,349.9000,4.1988
-14.9199,-0.2675,349.9000,4.1999
-12.1782,0.3897,349.9000,4.1999
-16.9153,0.7494,349.9000,4.2068
-15.6171,-2.4804,349.9000,4.1803
-15.9880,1.8870,349.9000,4.2003
-16.3077,0.4494,349.9000,4.1987
-13.4338,1.2255,349.9000,4.1999
-15.6956,-0.0902,349.9000,4.2040
-16.7196,-0.2861,349.9000,4.2022
-15.3916,-0.8442,349.9000,4.2047
-14.9659,1.1221,349.9000,4.2058
-15.5042,0.1726,349.9000,4.1969
-13.7174,1.0391,349.9000,4.2025
-15.2020,-0.8155,349.9000,4.2080
-17.0778,-1.2080,349.9000,4.1887
-14.5737,0.8411,349.9000,4.2047
-15.7614,0.3102,349.9000,4.2001
-13.6882,0.0001,349.9000,4.2055
-10.4138,-3.9541,349.9000,4.2059
-15.1900,1.7741,349.9000,4.1982
-14.2737,-0.2484,349.9000,4.2026
-13.8863,0.3961,349.9000,4.2033
-14.5818,-1.2520,349.9000,4.2005
-14.3114,2.0151,349.9000,4.1977
-14.2426,1.8925,349.9000,4.1975
-14.4897,-0.5453,349.9000,4.2082
-12.6173,1.9435,349.9000,4.2029
-14.9741,-0.8858,349.9000,4.2005
-16.4153,0.8673,349.9000,4.2023
-13.7977,0.4679,349.9000,4.2051
-15.7737,-0.3872,349.9000,4.2000
-12.3140,3.3149,349.9000,4.2099
-14.0332,0.9391,349.9000,4.1976
-14.3891,1.1517,349.9000,4.1937
-15.0780,-0.9538,349.9000,4.2030
-13.3209,-1.4799,349.9000,4.2045
-13.3751,-3.8535,349.9000,4.1971
-16.9340,0.7084,349.9000,4.2063
-13.6972,-0.7364,349.9000,4.2037
-14.9743,-1.3168,349.9000,4.1945
-14.8407,0.0601,349.9000,4.2020
-14.3534,-0.3999,349.9000,4.2017
-14.2190,-0.2661,349.9000,4.2075
-14.1537,-1.3727,349.9000,4.2054
-14.6478,-1.0319,349.9000,4.2022
-16.5014,0.5647,349.9000,4.1992
-15.1724,0.0855,349.9000,4.1962
-13.9080,-0.0772,349.9000,4.2003
-15.7009,-1.4331,349.9000,4.2015
-14.3161,-0.7865,349.9000,4.2068
-14.3358,0.6625,349.9000,4.2035
-13.3974,-1.4236,349.9000,4.2006
-14.8669,3.1293,349.9000,4.1872
-15.1524,-0.0925,349.9000,4.2064
-15.1088,1.0684,349.9000,4.2040
-13.3597,1.4546,349.9000,4.1954
-13.9954,2.2417,349.9000,4.1939
-12.9158,2.1156,349.9000,4.2011
-14.3400,0.4529,349.9000,4.2065
-15.5854,1.6078,349.9000,4.1910
-16.1632,-0.4048,349.9000,4.1995
-14.3029,-0.2311,349.9000,4.2054
-14.7162,-1.1226,349.9000,4.2016
-13.7475,1.0185,349.9000,4.2016
-15.1071,1.7781,349.9000,4.2036
-15.0174,2.0032,349.9000,4.2065
-15.6202,0.1517,349.9000,4.2075
-12.6077,-0.5960,349.9000,4.1949
-15.3640,0.8796,349.9000,4.1969
-17.9296,1.2739,349.9000,4.2039
-15.9463,-5.0638,349.9000,4.2063
-14.5776,-0.4051,349.9000,4.2064
-15.4737,0.4547,349.9000,4.2066
-15.0354,-1.5495,349.9000,4.2035
-14.9803,-1.6038,349.9000,4.2018
-15.1619,-0.3629,349.9000,4.2075
-14.7043,-3.2613,349.9000,4.2004
-19.3370,-0.3045,349.9000,4.2066
-16.6828,-1.0811,349.9000,4.2060
-13.2683,-0.0522,349.9000,4.1996
-14.8251,-1.5746,349.9000,4.2064
-14.3010,0.4739,349.9000,4.1925
-14.4843,0.8912,349.9000,4.1883
-13.7269,0.8224,349.9000,4.1995
-12.7297,1.4856,349.9000,4.2081
-15.6925,-0.6617,349.9000,4.2013
-14.6547,-1.0823,349.9000,4.2051
-12.5296,1.2449,349.9000,4.2004
-15.2845,-2.0085,349.9000,4.1670
-15.7788,-0.7547,349.9000,4.2028
-13.9993,-0.5662,349.9000,4.2002
-13.9199,-0.0819,349.9000,4.2079
-15.8712,0.9082,349.9000,4.2046
-14.4234,-2.6404,349.9000,4.1972
-14.4398,-0.0594,349.9000,4.2072
-12.2022,-1.5013,349.9000,4.2062
-12.9097,0.0354,349.9000,4.2045
-14.9084,1.6384,349.9000,4.1954
-13.7210,2.1135,349.9000,4.1959
-14.8510,0.9832,349.9000,4.1947
-14.0590,2.1012,349.9000,4.2037
-16.6890,0.9442,349.9000,4.2079
-15.4606,-1.8239,349.9000,4.2048
-14.9708,0.5935,349.9000,4.2017
-14.5390,0.5222,349.9000,4.1988
-13.8763,-1.6160,349.9000,4.2051
-14.3337,0.6846,349.9000,4.1962
-15.3676,-0.7644,349.9000,4.2065
-14.3436,-1.2827,349.9000,4.2015
-14.3078,1.8439,349.9000,4.2031
-12.5417,-1.3168,349.9000,4.1934
-16.3197,1.9553,349.9000,4.2012
-14.8328,-0.6180,349.9000,4.1928
-15.2762,-0.4864,349.9000,4.1886
-17.3643,-1.0180,349.9000,4.2043
-13.8599,-0.9546,349.9000,4.1968
-14.4961,0.0726,349.9000,4.2049
-13.6717,-0.7314,349.9000,4.2022
-12.9247,-1.3700,349.9000,4.2013
-13.9809,0.3250,349.9000,4.2019
-17.8208,-1.8846,349.9000,4.2027
-16.5578,0.5241,349.9000,4.1982
-13.7981,0.2520,349.9000,4.2042
-14.5131,-0.4155,349.9000,4.2060
-14.0379,1.4612,349.9000,4.2042
-14.4807,1.5439,349.9000,4.1904
-13.9521,0.6590,349.9000,4.2051
-15.4392,-0.9945,349.9000,4.2047
-15.7770,0.4966,349.9000,4.1999
-14.4890,-0.0450,349.9000,4.1984
-14.5296,2.8654,349.9000,4.2056
-14.5205,2.4378,349.9000,4.2027
-16.1086,0.1789,349.9000,4.1988
-15.8558,-0.0676,349.9000,4.2033
-14.5909,2.2967,349.9000,4.2024
-15.7322,0.9769,349.9000,4.2011
-15.2721,-0.5802,349.9000,4.1799
-13.8497,0.6574,349.9000,4.1828
-17.0879,-0.3393,349.9000,4.2061
-14.4085,-0.8249,349.9000,4.1988
-14.1452,1.2939,349.9000,4.2026
-15.3223,0.7798,349.9000,4.1881
-15.5840,0.6500,349.9000,4.2037
-14.5449,0.0225,349.9000,4.1995
-14.8653,0.4943,349.9000,4.2029
-14.7343,-0.0500,349.9000,4.2053
-13.9886,-1.0942,349.9000,4.2069
-13.1720,-1.5399,349.9000,4.1999
-14.5557,-0.2179,349.9000,4.2014
-13.9901,-0.6331,349.9000,4.2016
-15.7227,-0.4621,349.9000,4.2020
-14.6943,-0.2304,349.9000,4.2074
-14.0903,-0.8694,349.9000,4.2079
-15.6707,-0.6864,349.9000,4.1958
-14.3854,0.0845,349.9000,4.1979
-15.6303,1.2974,349.9000,4.2039
-15.3585,0.3868,349.9000,4.2062
-13.7015,0.9819,349.9000,4.2021
-14.7902,-1.8724,349.9000,4.2019
-14.5551,-1.2994,349.9000,4.1961
-15.8301,0.3523,349.9000,4.2048
-13.7945,-0.2609,349.9000,4.2057
-15.3128,-0.0641,349.9000,4.1974
-13.4769,-0.0994,349.9000,4.1995
-14.2954,0.1802,349.9000,4.2000
-16.0835,-0.8056,349.9000,4.1980
-13.9414,-1.1145,349.9000,4.2046
-15.4910,-0.6991,349.9000,4.2078
-15.4984,-0.0647,349.9000,4.2022
-15.0997,-0.5552,349.9000,4.2026
-14.2840,1.0710,349.9000,4.1982
-16.3225,0.9892,349.9000,4.1821
-13.9511,4.2646,349.9000,4.2043
-13.4669,-1.6521,349.9000,4.2010
-14.7227,-0.1493,349.9000,4.2058
-13.5963,0.6073,349.9000,4.2013
-16.2914,2.0948,349.9000,4.2055
-15.7278,-0.1495,349.9000,4.1980
-14.3478,-0.8785,349.9000,4.1982
-14.6401,-0.3279,349.9000,4.2056
-13.8533,-1.1980,349.9000,4.1907
-15.1171,0.9023,349.9000,4.1990
-15.5559,-1.6806,349.9000,4.2032
-14.7090,0.2923,349.9000,4.2055
-13.6890,-0.5047,349.9000,4.2049
-14.5649,-0.0257,349.9000,4.1958
-14.4180,-2.7143,349.9000,4.2008
-15.3878,-1.8112,349.9000,4.2030
-16.1441,-0.5412,349.9000,4.1950
-15.1960,0.9858,349.9000,4.2055
-15.3676,2.1280,349.9000,4.2025
-15.1764,0.6589,349.9000,4.1962
-17.5599,0.7790,349.9000,4.2080
-14.6638,-2.7425,349.9000,4.2018
-14.7002,2.0786,349.9000,4.1898
-13.0480,-0.8582,349.9000,4.1969
-13.6232,-0.1951,349.9000,4.2079
-16.0435,-0.4263,349.9000,4.1932
-16.1036,1.2212,349.9000,4.2069
-16.2803,0.1091,349.9000,4.2040
-16.5081,1.6894,349.9000,4.2026
-15.6582,1.5374,349.9000,4.2029
-16.0149,-1.4987,349.9000,4.1950
-15.7900,-0.4588,349.9000,4.1974
-14.8104,0.2602,349.9000,4.1941
-14.5124,-1.2846,349.9000,4.2050
-15.0084,-1.8587,349.9000,4.2010
-13.5809,-0.0037,349.9000,4.2042
-15.3072,0.6558,349.9000,4.2020
-17.3882,-2.1073,349.9000,4.2050
-14.4372,1.0713,349.9000,4.2037
-13.8191,0.3099,349.9000,4.1988
-16.1765,-1.6894,349.9000,4.1897
-14.7272,0.4800,349.9000,4.1984
-15.4578,-0.2150,349.9000,4.2070
-14.4673,-1.1812,349.9000,4.1898
-15.0436,0.5107,349.9000,4.1661
-15.1249,1.1471,349.9000,4.1988
-14.2531,-0.4769,349.9000,4.2042
-15.8419,0.5060,349.9000,4.1947
-14.0189,-3.3276,349.9000,4.1929
-15.3220,0.8997,349.9000,4.1985
-16.2219,-0.9633,349.9000,4.2010
-15.1595,0.6282,349.9000,4.2024
-14.5549,-0.2643,349.9000,4.2029
-14.3331,2.8336,349.9000,4.2010
-14.0118,-0.3160,349.9000,4.2024
-14.8825,-1.1124,349.9000,4.2086
-17.6227,-2.0585,349.9000,4.2037
-15.3365,0.7523,349.9000,4.1804
-13.5386,-1.5847,349.9000,4.2037
-15.2885,1.2268,349.9000,4.1813
-13.7963,-2.0841,349.9000,4.2034
-14.6889,-0.9112,349.9000,4.2080
-17.5131,-0.4343,349.9000,4.2006
-15.2479,-0.8604,349.9000,4.2041
-15.7527,-1.5330,349.9000,4.1865
-13.5269,1.2054,349.9000,4.2044
-16.1480,0.3507,349.9000,4.1949
-14.5502,0.9337,349.9000,4.2055
-15.4197,-0.8197,349.9000,4.2032
-14.2142,-1.6755,349.9000,4.2033
-13.0898,0.9079,349.9000,4.2054
-15.1028,-0.4977,349.9000,4.2051
-14.7412,-0.5786,349.9000,4.2063
-17.7694,-1.8840,349.9000,4.1880
-15.1597,2.0097,349.9000,4.1889
-16.0409,0.2005,349.9000,4.1917
-15.5253,-2.5351,349.9000,4.2060
-15.0022,-0.2573,349.9000,4.2077
-15.5496,0.0282,349.9000,4.2015
-14.9548,0.3725,349.9000,4.1924
-14.0992,-0.6919,349.9000,4.2016
-14.5883,-0.9384,349.9000,4.2015
-15.6061,0.0322,349.9000,4.2086
-15.4087,-0.6543,349.9000,4.2057
-13.8280,0.4975,349.9000,4.1959
-13.8831,-0.8181,349.9000,4.2057
-16.1287,-0.7801,349.9000,4.2007
-14.0762,-0.4308,349.9000,4.1974
-14.3762,0.9263,349.9000,4.2054
-14.9485,-0.0337,349.9000,4.1971
-14.4270,0.7718,349.9000,4.2022
-15.6053,-0.4974,349.9000,4.2036
-11.7284,-0.3359,349.9000,4.1960
-15.0374,2.0323,349.9000,4.2065
-13.8837,-0.8800,349.9000,4.2069
-12.2312,3.0099,349.9000,4.2064
-14.8854,-0.4567,349.9000,4.2038
-14.4489,1.1601,349.9000,4.2042
-12.6668,-0.2483,349.9000,4.2048
-15.6460,-0.3598,349.9000,4.2060
-16.0088,-0.0394,349.9000,4.2044
-14.4298,-0.5395,349.9000,4.2051
-12.8717,0.9282,349.9000,4.2018
-14.7892,-1.0212,349.9000,4.2032
-15.0671,1.3189,349.9000,4.2077
-18.8117,1.9685,349.9000,4.2015
-15.7405,-0.0996,349.9000,4.1771
-13.4162,-0.9319,349.9000,4.1868
-14.6906,-2.4005,349.9000,4.2042
-14.4015,0.3347,349.9000,4.2066
-13.8160,-0.2541,349.9000,4.2055
-15.5961,1.2173,349.9000,4.2048
-14.5943,1.6813,349.9000,4.2048
-17.0012,3.9173,349.9000,4.2062
-15.0480,0.3465,349.9000,4.2005
-14.6756,-2.1417,349.9000,4.2070
-15.4707,0.9245,349.9000,4.1992
-13.4982,-0.6943,349.9000,4.2023
-16.2257,-1.6583,349.9000,4.1984
-14.8108,-0.8712,349.9000,4.2019
-14.8835,-1.3367,349.9000,4.1992
-16.0208,-0.0018,349.9000,4.2045
-16.3181,1.3901,349.9000,4.1982
-15.7024,1.7985,349.9000,4.1974
-13.6182,0.7297,349.9000,4.2022
-14.2593,0.2575,349.9000,4.2027
-15.1125,-0.9853,349.9000,4.2037
-16.2879,3.4978,349.9000,4.2062
-15.9166,0.3149,349.9000,4.2050
-14.0444,-0.8038,349.9000,4.2038
-15.7056,-0.1209,349.9000,4.1989
-12.5890,0.6550,349.9000,4.1859
-15.6810,3.4705,349.9000,4.2061
-14.0342,-0.8058,349.9000,4.1987
-13.4048,-1.8674,349.9000,4.1993
-15.4904,-1.8699,349.9000,4.2053
-16.7146,-0.3110,349.9000,4.2002
-15.7146,1.1167,349.9000,4.2059
-16.3963,-1.4865,349.9000,4.2071
-15.5906,0.9683,349.9000,4.2064
-16.7962,-0.2493,349.9000,4.1903
-13.4353,-0.2553,349.9000,4.1899
-14.4098,-0.3836,349.9000,4.1945
-13.5030,-0.1892,349.9000,4.2003
-14.6527,0.7149,349.9000,4.2067
-14.8605,-0.4201,349.9000,4.2078
-13.2656,-1.0926,349.9000,4.2081
-13.1682,0.5660,349.9000,4.2007
-16.1342,-2.4507,349.9000,4.2060
-14.1820,1.7874,349.9000,4.2037
-15.8286,0.5483,349.9000,4.1968
-15.0024,-0.5990,349.9000,4.2078
-16.0668,1.0249,349.9000,4.1861
-14.1666,2.2039,349.9000,4.2004
-13.1424,0.9080,349.9000,4.2050
-15.7892,-0.9324,349.9000,4.2064
-15.1119,1.9468,349.9000,4.1927
-13.2978,0.3626,349.9000,4.2025
-13.7233,1.0935,349.9000,4.1932
-15.7407,-0.1949,349.9000,4.2035
-11.9171,4.9883,349.9000,4.1931
-15.1245,0.9499,349.9000,4.2007
-15.7732,-0.1658,349.9000,4.1999
-15.5201,-0.1285,349.9000,4.2055
-12.9178,0.2784,349.9000,4.2030
-14.9843,1.1241,349.9000,4.2061
-12.7826,0.4659,349.9000,4.2057
-14.1890,-0.1213,349.9000,4.2071
-13.8028,-0.9919,349.9000,4.2057
-14.1573,-0.4783,349.9000,4.2045
-14.6906,-0.3177,349.9000,4.2067
-15.2171,-0.9438,349.9000,4.2020
-14.1194,0.1510,349.9000,4.2065
-14.9771,-1.1536,349.9000,4.2066
-14.6751,0.9443,349.9000,4.1770
-16.4991,1.1768,349.9000,4.2053
-17.1615,-0.2471,349.9000,4.2067
-14.9607,-0.4734,349.9000,4.2038
-15.6760,0.2802,349.9000,4.2026
-14.5285,-1.7257,349.9000,4.2073
-15.6602,-1.7675,349.9000,4.1954
-13.5761,0.8549,349.9000,4.2025
-16.1494,-0.8278,349.9000,4.2058
-13.5445,2.6911,349.9000,4.1861
-15.8872,-4.1666,349.9000,4.1963
-14.3253,-0.9686,349.9000,4.2093
-15.8041,1.8586,349.9000,4.1994
-14.5378,-0.9846,349.9000,4.2004
-14.9179,1.0376,349.9000,4.1994
-16.6780,-0.4021,349.9000,4.2050
-13.9043,-0.2774,349.9000,4.1946
-17.7160,-1.3371,349.9000,4.2018
-14.7921,-0.0499,349.9000,4.1931
-15.7445,-0.6655,349.9000,4.2015
-14.4712,1.2917,349.9000,4.1904
-14.6566,1.1212,349.9000,4.1878
-14.3425,1.2611,349.9000,4.2044
-15.3492,-0.3961,349.9000,4.1977
-14.8722,1.1965,349.9000,4.2040
-15.6773,-0.8275,349.9000,4.2060
-14.6835,-0.3041,349.9000,4.2084
-17.2347,-0.4072,349.9000,4.2014
-14.2247,-1.6627,349.9000,4.2058
-13.6126,-1.1564,349.9000,4.1999
-16.5211,-0.5813,349.9000,4.1891
-15.4803,0.3054,349.9000,4.2059
-13.4427,2.1728,349.9000,4.2064
-15.4508,0.8600,349.9000,4.2056
-15.0013,-1.4351,349.9000,4.2052
-14.5216,-0.1503,349.9000,4.2038
-11.4761,0.5167,349.9000,4.2043
-15.7924,-1.1700,349.9000,4.2046
-12.9575,-1.9047,349.9000,4.1937
-15.5187,-0.7717,349.9000,4.1982
-15.7523,-0.8148,349.9000,4.2003
-14.7449,0.8231,349.9000,4.2078
-14.1128,-1.1383,349.9000,4.2029
-14.6995,0.1236,349.9000,4.2077
-15.1418,-0.0537,349.9000,4.2034
-15.3764,1.2221,349.9000,4.2035
-15.7112,0.4708,349.9000,4.1967
-14.2508,1.3655,349.9000,4.2049
-15.0959,0.7235,349.9000,4.2044
-15.7625,-0.8848,349.9000,4.2014
-13.2692,0.4366,349.9000,4.1951
-14.6098,-1.5568,349.9000,4.1956
-13.3931,0.8232,349.9000,4.2027
-15.9714,1.2249,349.9000,4.1975
-15.8528,-0.0178,349.9000,4.2038
-15.2951,-2.1516,349.9000,4.2022
-13.5575,-0.1216,349.9000,4.2039
-16.6645,-3.0677,349.9000,4.2015
-14.0069,-0.0968,349.9000,4.1886
-15.2363,-0.5001,349.9000,4.2027
-16.7391,0.5610,349.9000,4.2018
-15.1429,-0.2240,349.9000,4.2015
-19.5187,-2.0567,349.9000,4.2051
-14.4630,-2.2233,349.9000,4.2070
-13.5791,-0.1882,349.9000,4.2034
-14.8495,0.9558,349.9000,4.1985
-14.4771,2.4627,349.9000,4.2014
-14.0640,1.1209,349.9000,4.2039
-14.2644,-0.1935,349.9000,4.2028
-14.6796,-2.0188,349.9000,4.1996
-15.7381,-0.2802,349.9000,4.1922
-13.5322,-1.2298,349.9000,4.2042
-15.3405,-1.4846,349.9000,4.2070
-15.2757,-0.6998,349.9000,4.2094
-12.3691,0.5463,349.9000,4.1969
-15.5064,-2.1878,349.9000,4.1985
-14.6520,0.4192,349.9000,4.2053
-15.9794,-0.0644,349.9000,4.1999
-14.5510,-0.5893,349.9000,4.1992
-15.5633,-0.4642,349.9000,4.2036
-14.2800,-1.0421,349.9000,4.2002
-14.1807,1.1329,349.9000,4.1981
-12.4295,-0.7005,349.9000,4.2021
-14.4779,0.2815,349.9000,4.2035
-14.7697,1.1194,349.9000,4.2079
-15.1901,-0.4841,349.9000,4.1987
-14.1047,-3.1351,349.9000,4.2043
-13.8559,0.3996,349.9000,4.1996
-16.0807,1.9477,349.9000,4.2034
-15.9656,1.9340,349.9000,4.2036
-15.5309,-0.9428,349.9000,4.2083
-16.7649,-0.3922,349.9000,4.1989
-14.0220,3.4350,349.9000,4.2028
-15.9102,-1.8204,349.9000,4.1819
-13.9668,0.1665,349.9000,4.2053
-19.7187,-1.3837,349.9000,4.2034
-14.8042,-1.0018,349.9000,4.1976
-11.5553,1.6356,349.9000,4.2077
-14.0407,0.3346,349.9000,4.2011
-15.3589,1.3480,349.9000,4.2015
-15.4052,-0.3066,349.9000,4.2013
-14.6600,0.6147,349.9000,4.1859
-11.8087,0.3291,349.9000,4.2063
-13.9149,-2.3698,349.9000,4.2012
-16.0759,-0.2908,349.9000,4.1999
-16.1563,-1.4008,349.9000,4.1961
-15.9834,0.2990,349.9000,4.1921
-14.3234,-1.0693,349.9000,4.2033
-14.2176,-0.5244,349.9000,4.2064
-15.7299,0.5990,349.9000,4.2054
-15.5898,0.8436,349.9000,4.1971
-13.7500,-0.1246,349.9000,4.1849
-16.0156,-1.0413,349.9000,4.2011
-12.9991,0.6531,349.9000,4.2012
-13.8046,0.6347,349.9000,4.1971
-14.9633,-0.0753,349.9000,4.2030
-14.0970,-0.7210,349.9000,4.2067
-14.7871,-1.0230,349.9000,4.2056
-13.9348,1.3325,349.9000,4.1949
-16.9560,0.5385,349.9000,4.2008
-14.8965,-1.4904,349.9000,4.2005
-14.6310,-0.0366,349.9000,4.2045
-16.4200,0.8574,349.9000,4.1994
-13.9355,0.5786,349.9000,4.2046
-15.3022,-0.4841,349.9000,4.2054
-15.3674,0.8466,349.9000,4.2057
-15.9722,-2.2816,349.9000,4.1909
-13.6039,-0.8506,349.9000,4.2057
-15.7462,-1.1111,349.9000,4.2051
-17.2853,-2.2068,349.9000,4.2044
-16.4849,-0.1816,349.9000,4.2040
-15.7112,0.0486,349.9000,4.2044
-12.1116,2.1164,349.9000,4.2043
-16.6184,0.7547,349.9000,4.1983
-14.0737,-1.5820,349.9000,4.2037
-13.3383,1.2855,349.9000,4.2038
-12.8424,0.0920,349.9000,4.1987
-14.0036,-0.5743,349.9000,4.2034
-16.1036,-0.5188,349.9000,4.2072
-13.4016,0.7811,349.9000,4.2015
-14.7652,-1.5529,349.9000,4.2041
-15.6881,0.2035,349.9000,4.1982
-14.5029,0.9924,349.9000,4.2070
-13.8319,-1.3577,349.9000,4.2057
-18.2584,2.2579,349.9000,4.2000
-15.3427,-0.0122,349.9000,4.1836
-16.1429,0.7211,349.9000,4.2036
-15.1817,0.3191,349.9000,4.2050
-15.3697,-0.7663,349.9000,4.2040
-16.5081,-0.2356,349.9000,4.2014
-13.7160,1.3009,349.9000,4.1906
-15.2768,0.3559,349.9000,4.2012
-15.0707,0.2093,349.9000,4.1935
-14.8298,-0.6748,349.9000,4.2071
-14.0279,-0.5345,349.9000,4.2003
-13.6329,0.1907,349.9000,4.2008
-14.2820,-1.4049,349.9000,4.2039
-15.3869,0.4885,349.9000,4.2043
-14.5957,-1.0898,349.9000,4.1982
-15.6649,0.1149,349.9000,4.1971
-15.3822,0.8996,349.9000,4.1806
-13.8566,-0.1184,349.9000,4.2022
-13.7925,-1.0689,349.9000,4.2063
-14.4489,1.0127,349.9000,4.2043
-19.0948,-1.9464,349.9000,4.2069
-14.4835,-0.2526,349.9000,4.2009
-13.9613,0.9495,349.9000,4.1952
-14.6773,-0.1078,349.9000,4.1999
-13.8179,1.2663,349.9000,4.2020
-15.6719,-0.6101,349.9000,4.2011
-15.7079,-1.0384,349.9000,4.2058
-14.5063,-0.9496,349.9000,4.2056
-14.4931,0.0931,349.9000,4.2040
-14.8505,0.6827,349.9000,4.1997
-18.8758,0.4140,349.9000,4.2020
-14.8045,0.2058,349.9000,4.2009
-14.9810,-0.6134,349.9000,4.2070
-14.6884,-0.4204,349.9000,4.2036
-15.7619,-1.2992,349.9000,4.2058
-15.6415,1.5854,349.9000,4.1991
-14.0531,1.3909,349.9000,4.2061
-15.1619,-1.7067,349.9000,4.2046
-14.1441,-0.3291,349.9000,4.2027
-15.8491,0.2770,349.9000,4.1995
-13.8171,-1.2647,349.9000,4.2072
-13.5631,-0.6137,349.9000,4.2030
-16.8938,1.4197,349.9000,4.2049
-14.6042,-1.2864,349.9000,4.1974
-12.6898,-0.6235,349.9000,4.1772
-13.7830,-0.4958,349.9000,4.1949
-14.5437,0.0991,349.9000,4.2013
-16.8075,1.1961,349.9000,4.2059
-15.9915,1.9728,349.9000,4.1971
-15.5270,1.0649,349.9000,4.2053
-12.0400,0.9909,349.9000,4.1913
-18.1899,0.1875,349.9000,4.1992
-16.1540,0.6779,349.9000,4.2039
-15.4082,0.9261,349.9000,4.1994
-13.9601,1.4936,349.9000,4.2037
-12.1267,-0.1832,349.9000,4.2017
-16.6826,0.7555,349.9000,4.2047
-13.6416,-1.5417,349.9000,4.2006
-17.7680,-1.7429,349.9000,4.2034
-14.6620,0.1089,349.9000,4.2017
-15.8700,-0.5345,349.9000,4.2032
-15.3411,-1.7683,349.9000,4.2063
-14.5632,-0.2122,349.9000,4.1999
-13.8551,-0.6726,349.9000,4.2027
-14.3189,-0.9371,349.9000,4.1923
-13.8375,1.7451,349.9000,4.2058
-12.9937,0.6708,349.9000,4.1972
-16.3164,-1.9065,349.9000,4.2063
-14.8818,0.2427,349.9000,4.2011
-16.5187,0.9810,349.9000,4.2053
-13.0801,0.8147,349.9000,4.2046
-14.5545,-0.9302,349.9000,4.2038
-12.8903,1.2591,349.9000,4.2044
-14.1600,-0.3685,349.9000,4.2046
-11.8049,0.2909,349.9000,4.2059
-15.9581,0.2188,349.9000,4.2046
-15.2227,-0.5103,349.9000,4.2079
-14.4254,-0.6431,349.9000,4.1943
-14.2576,1.7115,349.9000,4.2026
-17.3582,-0.3333,349.9000,4.1981
-15.3971,0.5349,349.9000,4.1915
-15.5397,0.0610,349.9000,4.1956
-12.7879,0.5789,349.9000,4.1983
-14.3880,-0.1380,349.9000,4.1996
-14.6316,-1.8936,349.9000,4.2067
-14.3091,-0.2745,349.9000,4.1912
-13.6719,1.4313,349.9000,4.1989
-14.0623,-0.3584,349.9000,4.1823
-13.6835,-0.4178,349.9000,4.2070
-15.9466,-1.1032,349.9000,4.2035
-12.5486,0.1994,349.9000,4.2025
-12.3414,-1.4299,349.9000,4.2051
-15.6274,0.7034,349.9000,4.1964
-13.8824,1.2319,349.9000,4.1981
-14.8994,-1.6615,349.9000,4.1902
-16.4328,-1.0643,349.9000,4.2055
-14.6292,1.0323,349.9000,4.2092
-14.5531,-1.8742,349.9000,4.1989
-13.3777,-0.4346,349.9000,4.2043
-15.2712,0.4626,349.9000,4.2020
-15.3953,-0.7645,349.9000,4.2013
-16.1540,0.4849,349.9000,4.2073
-14.6889,-1.3398,349.9000,4.1783
-17.7641,0.4469,349.9000,4.1916
-13.8191,-1.4773,349.9000,4.2002
-16.0276,0.5092,349.9000,4.1987
-16.3760,0.6390,349.9000,4.2060
-12.9180,-0.8665,349.9000,4.2043
-15.1837,0.1416,349.9000,4.2002
-12.9955,-0.6672,349.9000,4.1981
-13.9643,0.5049,349.9000,4.2033
-13.1827,-0.0360,349.9000,4.2057
-15.3954,1.6218,349.9000,4.2029
-17.1500,-2.5114,349.9000,4.1932
-14.4310,0.5773,349.9000,4.1962
-13.4623,-0.2889,349.9000,4.2071
-21.3462,0.5999,349.9000,4.2066
-13.7806,-0.5640,349.9000,4.1989
-13.3623,1.2221,349.9000,4.2050
-15.2707,1.6015,349.9000,4.1858
-16.0204,1.6782,349.9000,4.1968
-16.1416,-0.2045,349.9000,4.1878
-9.0098,-14.8505,349.9000,4.1979
-13.2470,-0.5728,349.9000,4.2088
-15.0700,0.5870,349.9000,4.2061
-15.1017,0.8659,349.9000,4.1886
-15.3872,0.5223,349.9000,4.2056
-14.3892,0.1833,349.9000,4.2024
-14.2885,-0.0969,349.9000,4.2033
-16.8354,0.4623,349.9000,4.2037
-16.2642,0.4390,349.9000,4.1969
-16.0594,-1.9014,349.9000,4.2009
-15.9385,1.2342,349.9000,4.2031
-15.0806,-0.7846,349.9000,4.1984
-16.7184,-5.1280,349.9000,4.2053
-17.8637,0.8273,349.9000,4.2006
-15.2133,-1.6384,349.9000,4.1895
-14.7675,1.2175,349.9000,4.2012
-15.5533,1.5573,349.9000,4.2037
-16.2700,1.4724,349.9000,4.2068
-13.2613,0.3669,349.9000,4.1896
