x_cm,y_cm,z_cm,kineticEnergy_GeV
-13.8371,1.4623,349.9000,4.2001
-14.0174,-2.0408,349.9000,4.2094
-14.5638,0.8146,349.9000,4.2024
-14.5220,0.7396,349.9000,4.2003
-14.0986,0.9859,349.9000,4.2040
-13.6365,0.3729,349.9000,4.2076
-13.5734,-0.4165,349.9000,4.2032
-15.0594,2.2287,349.9000,4.2013
-14.2031,0.8078,349.9000,4.2038
-16.0775,0.1712,349.9000,4.2036
-16.0480,-1.6053,349.9000,4.2040
-15.3166,-1.5697,349.9000,4.2051
-17.4439,-0.6598,349.9000,4.2048
-15.9697,1.4162,349.9000,4.1959
-14.5040,-1.2456,349.9000,4.2081
-14.5244,0.0634,349.9000,4.2000
-14.6297,-0.6679,349.9000,4.2059
-13.6530,0.0874,349.9000,4.2009
-14.9564,-0.8843,349.9000,4.2001
-10.4001,2.2899,349.9000,4.1716
-14.1330,-0.1151,349.9000,4.1958
-15.6490,-1.0121,349.9000,4.1891
-13.2556,3.4569,349.9000,4.2065
-14.3175,1.5791,349.9000,4.2025
-13.3709,0.0497,349.9000,4.1964
-14.8483,0.8322,349.9000,4.2053
-17.6173,3.7491,349.9000,4.2066
-14.8593,0.3823,349.9000,4.1953
-14.6855,1.3146,349.9000,4.2049
-15.0678,-0.2797,349.9000,4.2022
-14.8304,1.4533,349.9000,4.1927
-14.4937,-0.7042,349.9000,4.2075
-15.3720,0.7704,349.9000,4.2021
-14.5162,2.1108,349.9000,4.2049
-13.7326,0.0709,349.9000,4.1994
-15.0879,0.4826,349.9000,4.2009
-12.9294,0.1457,349.9000,4.2041
-13.5520,-0.9196,349.9000,4.1997
-14.5995,-0.4122,349.9000,4.1939
-14.2194,-1.8638,349.9000,4.1962
-13.3397,-1.3308,349.9000,4.2000
-15.7244,-0.9917,349.9000,4.2072
-14.5918,0.1580,349.9000,4.1843
-14.0989,-0.0600,349.9000,4.1979
-16.2677,1.6436,349.9000,4.1981
-15.5404,-2.0561,349.9000,4.2075
-13.0597,1.5038,349.9000,4.1956
-13.5468,-0.0375,349.9000,4.1996
-13.2893,1.1350,349.9000,4.2051
-16.2795,1.6998,349.9000,4.2045
-14.8890,1.4662,349.9000,4.1987
-14.9463,0.6367,349.9000,4.2022
-13.4937,2.2528,349.9000,4.2038
-14.8187,1.3436,349.9000,4.2027
-14.8226,0.3530,349.9000,4.1822
-13.9353,0.7519,349.9000,4.2066
-13.6363,0.4675,349.9000,4.1985
-15.5499,-0.9872,349.9000,4.2075
-14.1161,0.8806,349.9000,4.1982
-13.7293,2.0731,349.9000,4.2031
-15.7940,1.6048,349.9000,4.2003
-13.5183,0.4695,349.9000,4.1931
-13.4877,1.1768,349.9000,4.1869
-15.6500,0.8968,349.9000,4.1946
-14.6665,0.2523,349.9000,4.2076
-14.4575,-0.0801,349.9000,4.1965
-12.9118,-0.1488,349.9000,4.2077
-15.5112,0.0238,349.9000,4.2080
-14.4919,-1.2428,349.9000,4.2028
-15.1201,-1.2577,349.9000,4.2053
-14.6894,0.6750,349.9000,4.2018
-14.1587,0.7498,349.9000,4.2032
-15.5065,0.1706,349.9000,4.1957
-15.0388,-0.7415,349.9000,4.2066
-14.7596,-1.1187,349.9000,4.2047
-15.7050,0.4456,349.9000,4.2027
-14.6468,0.4998,349.9000,4.2055
-14.3231,-1.9648,349.9000,4.1917
-14.7424,0.8662,349.9000,4.2009
-18.5655,2.4203,349.9000,4.1993
-13.9615,1.2607,349.9000,4.1831
-15.9462,0.1274,349.9000,4.2070
-14.8097,1.8934,349.9000,4.1857
-15.4719,1.5399,349.9000,4.2031
-13.8116,-0.3756,349.9000,4.2011
-13.9358,2.3381,349.9000,4.2029
-15.1808,-1.2979,349.9000,4.1975
-12.8943,-0.8204,349.9000,4.2090
-13.0324,-0.8820,349.9000,4.1931
-13.1011,-0.6527,349.9000,4.2031
-16.1349,0.0156,349.9000,4.2049
-15.1005,-1.6773,349.9000,4.2060
-13.9205,3.5927,349.9000,4.2022
-13.3603,-1.8078,349.9000,4.2009
-15.5184,1.3279,349.9000,4.2030
-13.4820,-0.1130,349.9000,4.2024
-15.2470,-0.1779,349.9000,4.2040
-16.1443,-0.3214,349.9000,4.1770
-15.6281,-1.4537,349.9000,4.2037
-12.7555,1.1132,349.9000,4.1874
-13.7912,-0.0029,349.9000,4.2052
-13.1423,1.4031,349.9000,4.2072
-15.5493,-1.3085,349.9000,4.2039
-16.7350,0.2690,349.9000,4.1995
-14.0650,-2.5694,349.9000,4.1951
-14.2381,1.3859,349.9000,4.2037
-14.6306,0.7194,349.9000,4.2006
-14.5467,-0.2307,349.9000,4.2046
-16.6478,-0.0380,349.9000,4.2079
-18.4938,-3.2252,349.9000,4.1998
-16.7439,-0.3599,349.9000,4.2022
-14.9835,-0.4977,349.9000,4.2027
-15.2859,0.3473,349.9000,4.2016
-12.7444,0.3889,349.9000,4.2059
-15.0431,-1.8497,349.9000,4.1989
-15.5856,2.1829,349.9000,4.1931
-12.5275,-0.2733,349.9000,4.2005
-14.9843,1.8870,349.9000,4.1988
-15.4704,3.7104,349.9000,4.1977
-15.0281,0.9673,349.9000,4.1774
-12.2261,2.2616,349.9000,4.2055
-15.2098,0.1829,349.9000,4.2007
-13.7046,-0.0815,349.9000,4.1960
-13.4671,-1.2423,349.9000,4.2073
-15.1829,0.1148,349.9000,4.2060
-15.2864,-1.0919,349.9000,4.2070
-16.6923,0.4200,349.9000,4.2050
-15.2912,-1.0735,349.9000,4.1868
-15.0912,-4.6046,349.9000,4.2000
-16.4349,1.1181,349.9000,4.2017
-14.6053,1.4536,349.9000,4.2028
-15.5023,0.1715,349.9000,4.2059
-14.9826,-1.1280,349.9000,4.2031
-15.7901,-0.7765,349.9000,4.2007
-16.3590,-0.8912,349.9000,4.1734
-16.0059,2.2690,349.9000,4.1861
-15.8602,1.5870,349.9000,4.2035
-13.9107,-2.4633,349.9000,4.2035
-16.1400,0.8121,349.9000,4.2050
-14.6607,-0.9548,349.9000,4.2036
-13.6060,-0.4809,349.9000,4.1998
-12.8902,-0.9863,349.9000,4.1987
-13.2299,-0.5911,349.9000,4.2065
-14.7843,0.5952,349.9000,4.2049
-15.8380,-0.0041,349.9000,4.1940
-14.1273,1.3840,349.9000,4.1864
-15.0450,0.6755,349.9000,4.2010
-15.8411,-1.1049,349.9000,4.2056
-17.3884,0.7685,349.9000,4.2027
-15.8793,-0.7539,349.9000,4.2011
-14.1085,0.9048,349.9000,4.1978
-15.1041,0.6145,349.9000,4.2068
-14.5106,0.7439,349.9000,4.2016
-15.2413,0.0095,349.9000,4.2019
-15.2036,-1.7392,349.9000,4.2046
-14.0298,-2.2422,349.9000,4.1997
-12.4182,0.1565,349.9000,4.2009
-15.5064,-0.4840,349.9000,4.2068
-12.2937,-1.0684,349.9000,4.2030
-14.8357,0.4207,349.9000,4.2025
-13.1812,0.9447,349.9000,4.2075
-13.2273,1.8465,349.9000,4.1987
-13.7325,-1.4356,349.9000,4.2032
-15.9076,1.1674,349.9000,4.1925
-14.6367,0.3455,349.9000,4.1961
-15.1799,1.6659,349.9000,4.2031
-15.5588,-0.4837,349.9000,4.2034
-14.6644,-0.4475,349.9000,4.2021
-12.9679,-0.0937,349.9000,4.2039
-14.0044,-0.3129,349.9000,4.2035
-15.2424,2.6387,349.9000,4.2010
-13.9710,0.3762,349.9000,4.2043
-9.9356,3.8813,349.9000,4.2010
-14.2832,0.4456,349.9000,4.2044
-15.7252,-1.1075,349.9000,4.2082
-12.8867,1.6795,349.9000,4.1948
-15.8004,0.2588,349.9000,4.2038
-16.3186,-1.9900,349.9000,4.2021
-11.0941,1.0325,349.9000,4.2055
-14.3892,-0.5074,349.9000,4.2005
-17.9631,-0.2405,349.9000,4.1999
-16.2283,-3.7696,349.9000,4.2035
-14.1776,-3.1304,349.9000,4.2024
-15.5069,-0.2794,349.9000,4.2058
-14.6214,-1.8923,349.9000,4.2009
-14.5235,-0.7063,349.9000,4.2008
-16.7902,0.5330,349.9000,4.1973
-13.5393,1.7719,349.9000,4.1973
-15.8248,-2.3132,349.9000,4.2082
-17.4375,-0.0006,349.9000,4.2037
-14.8726,0.8374,349.9000,4.2007
-13.5992,1.4320,349.9000,4.1900
-13.4378,-0.4843,349.9000,4.2044
-11.7208,-0.5922,349.9000,4.2037
-14.7802,0.2902,349.9000,4.1927
-16.0839,0.6621,349.9000,4.1998
-14.4838,-0.7680,349.9000,4.2034
-14.9914,0.6681,349.9000,4.1885
-14.3437,-0.8986,349.9000,4.1995
-15.5119,1.7004,349.9000,4.1969
-14.8754,0.5240,349.9000,4.1977
-14.3688,0.1546,349.9000,4.2057
-14.9678,-0.1514,349.9000,4.2032
-14.5332,0.7484,349.9000,4.2021
-15.0415,2.0274,349.9000,4.2041
-15.9217,-0.2541,349.9000,4.2025
-14.2079,-0.1218,349.9000,4.2052
-13.8615,-1.1127,349.9000,4.2062
-14.4322,-0.0971,349.9000,4.2059
-16.7230,0.8237,349.9000,4.2015
-13.9754,-1.4188,349.9000,4.2033
-15.4564,1.0577,349.9000,4.1913
-15.8346,0.6090,349.9000,4.2013
-12.2880,1.7559,349.9000,4.2029
-15.3397,0.4956,349.9000,4.1999
-15.3815,-1.7090,349.9000,4.2023
-14.5823,-0.4107,349.9000,4.2066
-15.3417,-1.9335,349.9000,4.2020
-15.7781,0.8773,349.9000,4.2077
-16.7215,1.2679,349.9000,4.2061
-13.8822,0.8025,349.9000,4.1987
-15.0191,1.9710,349.9000,4.2011
-14.8097,1.1185,349.9000,4.2038
-15.5607,-0.2060,349.9000,4.1943
-13.2596,-1.1915,349.9000,4.2004
-14.4276,0.4234,349.9000,4.2003
-10.8563,-1.7912,349.9000,4.2034
-14.3810,1.3793,349.9000,4.2041
-15.2990,-0.9171,349.9000,4.1985
-13.6368,2.5121,349.9000,4.2063
-15.5196,0.5890,349.9000,4.2025
-14.5349,0.2764,349.9000,4.2013
-13.0932,0.4040,349.9000,4.2032
-16.2345,0.3875,349.9000,4.2030
-13.5201,0.6341,349.9000,4.2032
-13.2239,-0.2427,349.9000,4.2068
-13.4211,0.7598,349.9000,4.1997
-15.5898,-2.8015,349.9000,4.2064
-16.2127,1.0123,349.9000,4.2065
-14.8280,1.5717,349.9000,4.2032
-12.2597,0.4500,349.9000,4.1864
-15.5445,0.9815,349.9000,4.2058
-15.4154,-0.7721,349.9000,4.2051
-13.6910,0.4018,349.9000,4.2027
-15.9305,0.6883,349.9000,4.1928
-13.4393,0.2786,349.9000,4.2061
-12.5776,-0.6286,349.9000,4.2037
-12.8658,-0.0352,349.9000,4.1971
-14.9148,-0.3238,349.9000,4.1957
-14.7253,0.8978,349.9000,4.2056
-14.5752,0.5766,349.9000,4.1822
-14.7645,-1.0319,349.9000,4.2029
-14.0828,-0.3478,349.9000,4.2045
-14.2510,0.8280,349.9000,4.2075
-13.5238,-1.5512,349.9000,4.1857
-13.8491,0.5304,349.9000,4.1986
-14.5252,-0.8106,349.9000,4.1958
-15.5061,1.4049,349.9000,4.1835
-16.1695,-0.0861,349.9000,4.2026
-11.9018,-3.0343,349.9000,4.1953
-16.4294,0.3353,349.9000,4.2074
-15.1352,1.1595,349.9000,4.2005
-14.4128,-1.3698,349.9000,4.2012
-14.0162,-1.4975,349.9000,4.2042
-14.4932,0.7992,349.9000,4.2057
-15.6451,-0.8498,349.9000,4.2041
-16.4987,1.6826,349.9000,4.2100
-12.6868,-1.4203,349.9000,4.2057
-12.2873,0.4043,349.9000,4.2056
-13.7748,0.0665,349.9000,4.1889
-14.2371,-0.7185,349.9000,4.1840
-15.4891,-0.0908,349.9000,4.1994
-11.8476,-0.5708,349.9000,4.1998
-14.3069,-1.9707,349.9000,4.2058
-13.8690,-1.5150,349.9000,4.2001
-13.4260,-0.2602,349.9000,4.1910
-14.2229,0.3223,349.9000,4.2001
-15.0835,-2.2426,349.9000,4.2016
-17.3271,-3.7900,349.9000,4.2047
-22.4409,2.3283,349.9000,4.1891
-13.5679,-5.2120,349.9000,4.2053
-14.9318,0.8398,349.9000,4.2079
-15.6222,-0.7754,349.9000,4.2058
-12.9914,0.4541,349.9000,4.2036
-15.0619,1.6889,349.9000,4.1994
-13.7067,2.2528,349.9000,4.2082
-15.4791,-0.0511,349.9000,4.2026
-13.0290,-0.1596,349.9000,4.2043
-15.0428,2.3379,349.9000,4.1715
-14.4649,-0.9488,349.9000,4.2016
-13.7697,1.4593,349.9000,4.2064
-12.3265,-0.4942,349.9000,4.2068
-15.5750,1.3198,349.9000,4.2044
-15.7272,-0.9838,349.9000,4.2044
-13.3109,0.0567,349.9000,4.1979
-17.9828,-2.5328,349.9000,4.2024
-16.4247,-0.4814,349.9000,4.2009
-14.9201,-2.2513,349.9000,4.2049
-12.3935,-0.1965,349.9000,4.2005
-14.5942,0.9865,349.9000,4.2019
-13.4188,-1.3638,349.9000,4.2043
-14.6166,0.5187,349.9000,4.1950
-15.0621,0.0877,349.9000,4.1962
-15.5198,0.8523,349.9000,4.1948
-13.8203,-0.4830,349.9000,4.2044
-14.3061,1.8231,349.9000,4.1976
-14.3848,-0.1820,349.9000,4.1898
-15.1370,-0.6475,349.9000,4.1931
-14.9667,-1.6557,349.9000,4.2018
-15.3449,-1.4042,349.9000,4.2018
-15.1950,-0.0227,349.9000,4.2057
-11.5009,-0.8213,349.9000,4.2049
-14.6274,-2.0086,349.9000,4.2053
-15.5617,-1.3022,349.9000,4.2062
-14.4988,-1.4740,349.9000,4.2020
-13.8505,3.0011,349.9000,4.1982
-13.5536,0.0163,349.9000,4.2051
-13.0360,0.4633,349.9000,4.1977
-15.0243,0.1892,349.9000,4.2017
-14.6031,-0.2819,349.9000,4.2052
-13.8741,1.8029,349.9000,4.2018
-15.0838,0.7336,349.9000,4.2022
-11.6369,0.5319,349.9000,4.2033
-12.7747,0.4454,349.9000,4.2008
-16.3737,1.6767,349.9000,4.1947
-15.0933,-0.5395,349.9000,4.2057
-15.0725,-0.7551,349.9000,4.2030
-16.4334,-2.6905,349.9000,4.2050
-14.7554,0.1070,349.9000,4.1960
-14.7482,-2.9518,349.9000,4.1934
-13.5039,1.1153,349.9000,4.1935
-14.4280,1.2433,349.9000,4.2026
-15.0356,-1.2624,349.9000,4.2076
-15.6933,-0.8725,349.9000,4.1998
-13.8179,0.9937,349.9000,4.2051
-15.7489,0.6668,349.9000,4.2055
-13.5681,-0.8148,349.9000,4.2076
-14.4025,0.7410,349.9000,4.2040
-12.0002,-0.2985,349.9000,4.2002
-13.7326,-0.6392,349.9000,4.2033
-15.2444,0.0519,349.9000,4.2009
-14.5607,0.0298,349.9000,4.2049
-14.4948,-1.3082,349.9000,4.2026
-15.6192,0.4499,349.9000,4.2052
-15.8035,-0.5065,349.9000,4.2043
-14.1876,-2.6130,349.9000,4.1927
-15.0942,-0.9996,349.9000,4.1958
-14.6442,0.6179,349.9000,4.2046
-13.8880,0.2335,349.9000,4.2072
-13.3578,-2.7709,349.9000,4.2077
-14.3971,0.3698,349.9000,4.2077
-14.1718,-0.0984,349.9000,4.2042
-14.2205,2.2670,349.9000,4.2028
-13.5446,-0.4278,349.9000,4.2058
-15.0955,0.3860,349.9000,4.2046
-14.2417,0.4608,349.9000,4.2051
-15.3920,-0.4972,349.9000,4.2057
-15.4616,2.5312,349.9000,4.2031
-15.7255,-0.3111,349.9000,4.2009
-14.3975,0.0187,349.9000,4.1997
-13.6441,-0.3955,349.9000,4.2038
-15.9053,-0.6466,349.9000,4.2047
-14.8651,-0.4157,349.9000,4.1916
-15.8471,-0.9715,349.9000,4.2013
-14.8933,-0.1093,349.9000,4.1941
-14.5685,0.1995,349.9000,4.1993
-15.2549,-0.3865,349.9000,4.2035
-15.0756,-0.8126,349.9000,4.2021
-15.5826,0.3088,349.9000,4.2027
-17.0197,0.8046,349.9000,4.2058
-14.0935,1.8306,349.9000,4.2036
-13.9974,1.8403,349.9000,4.2024
-16.0293,-0.7552,349.9000,4.2037
-14.1291,-1.2782,349.9000,4.1935
-13.9478,0.0214,349.9000,4.1949
-13.8344,0.2163,349.9000,4.1970
-16.4025,-1.3935,349.9000,4.2061
-14.1942,0.2818,349.9000,4.1942
-14.5727,0.0150,349.9000,4.2001
-16.4692,1.0893,349.9000,4.2008
-15.3916,1.0291,349.9000,4.2058
-14.1053,0.0293,349.9000,4.1836
-13.2430,0.4183,349.9000,4.2014
-14.7440,2.3880,349.9000,4.1986
-13.6449,-0.5486,349.9000,4.2059
-13.0680,1.3631,349.9000,4.1987
-14.4816,0.4385,349.9000,4.2033
-15.8167,0.1574,349.9000,4.2001
-12.9927,-2.3498,349.9000,4.2015
-14.7831,1.0576,349.9000,4.1985
-13.6579,-1.3131,349.9000,4.2037
-14.2432,-1.8953,349.9000,4.2051
-13.0092,-0.6752,349.9000,4.2029
-15.6465,-1.7123,349.9000,4.2014
-15.2939,0.1002,349.9000,4.2021
-16.0746,-0.0248,349.9000,4.2090
-15.3554,-0.2012,349.9000,4.2014
-18.1354,-0.9798,349.9000,4.1991
-13.1041,1.2275,349.9000,4.1975
-14.3340,1.0509,349.9000,4.1907
-15.1178,0.5244,349.9000,4.2038
-16.4188,0.8281,349.9000,4.2058
-15.7367,1.5773,349.9000,4.2048
-15.1279,1.8390,349.9000,4.1989
-15.2056,-0.0090,349.9000,4.2050
-15.8588,-0.0083,349.9000,4.2073
-14.2541,1.8885,349.9000,4.2055
-13.9269,1.0540,349.9000,4.2036
-15.9880,0.9582,349.9000,4.2038
-13.6333,-1.3973,349.9000,4.2052
-13.9035,0.9073,349.9000,4.2020
-14.0654,0.2913,349.9000,4.1989
-11.2055,-0.5654,349.9000,4.2076
-12.6657,-0.6695,349.9000,4.1888
-15.1272,-1.1314,349.9000,4.2051
-13.6711,-0.0883,349.9000,4.1999
-15.6466,0.7718,349.9000,4.2077
-16.1544,0.0130,349.9000,4.1918
-15.4320,0.0260,349.9000,4.2053
-13.5670,-0.6549,349.9000,4.1936
-15.8369,1.3876,349.9000,4.2008
-14.9424,-0.3530,349.9000,4.2029
-16.3271,0.4736,349.9000,4.2002
-16.8002,1.2571,349.9000,4.1901
-14.0527,-1.2946,349.9000,4.1964
-14.2233,0.5923,349.9000,4.1838
-13.8888,0.6360,349.9000,4.2022
-15.9507,1.3789,349.9000,4.2052
-15.8148,0.4580,349.9000,4.1963
-15.7421,-0.0509,349.9000,4.1988
-15.7894,0.5364,349.9000,4.1942
-14.2491,-0.7523,349.9000,4.1978
-13.9720,0.8565,349.9000,4.2031
-13.1072,-0.6905,349.9000,4.2011
-19.3588,-6.7485,349.9000,4.2024
-13.3345,0.6162,349.9000,4.2064
-14.4712,-0.3700,349.9000,4.2024
-15.3285,0.7512,349.9000,4.1980
-15.3557,-0.7081,349.9000,4.2045
-14.5055,-1.1627,349.9000,4.2050
-16.0044,0.6153,349.9000,4.2055
-12.5539,-0.3407,349.9000,4.2042
-15.6534,-0.7814,349.9000,4.2033
-13.8716,-0.9865,349.9000,4.1951
-13.9180,0.5158,349.9000,4.2060
-13.7857,-0.0490,349.9000,4.2053
-13.1328,-0.0922,349.9000,4.1986
-14.1493,-0.7590,349.9000,4.1892
-13.7142,0.0685,349.9000,4.2049
-14.3051,1.1804,349.9000,4.1944
-15.1320,-0.8358,349.9000,4.1918
-11.8606,0.8142,349.9000,4.2059
-14.6147,-0.0653,349.9000,4.1986
-16.6361,0.1706,349.9000,4.2064
-13.7955,1.1237,349.9000,4.2047
-17.4130,2.1302,349.9000,4.2038
-14.3600,1.1765,349.9000,4.2015
-14.3665,-1.0858,349.9000,4.1889
-14.7549,-0.8365,349.9000,4.1945
-13.3889,-0.6123,349.9000,4.2057
-12.3992,2.2633,349.9000,4.2039
-14.2627,1.8566,349.9000,4.1990
-16.6628,0.3362,349.9000,4.2061
-14.7498,2.1602,349.9000,4.2070
-15.9189,2.1594,349.9000,4.2077
-15.7704,1.8644,349.9000,4.1995
-15.0144,-0.9396,349.9000,4.2048
-14.5596,-0.6381,349.9000,4.1994
-14.7720,-0.7195,349.9000,4.1974
-15.9874,1.4336,349.9000,4.2044
-16.0161,-1.0226,349.9000,4.1998
-15.8090,-0.6327,349.9000,4.1913
-14.1030,-0.9555,349.9000,4.2061
-12.2824,-2.1695,349.9000,4.2062
-15.5125,0.9481,349.9000,4.2033
-13.1653,-0.7979,349.9000,4.1990
-9.6057,-0.2762,349.9000,4.2009
-15.9482,-0.1975,349.9000,4.2062
-13.7350,-0.5958,349.9000,4.2045
-12.7824,-0.1705,349.9000,4.1987
-13.1550,0.0228,349.9000,4.2008
-15.3361,1.1041,349.9000,4.1984
-14.6984,2.3140,349.9000,4.1950
-13.7956,0.1561,349.9000,4.2032
-14.7408,-0.7041,349.9000,4.2031
-15.1077,-0.3402,349.9000,4.1999
-16.1556,0.0764,349.9000,4.2047
-14.1364,0.6060,349.9000,4.2066
-15.2688,-1.2734,349.9000,4.2025
-14.8291,-0.4804,349.9000,4.1977
-15.1865,-0.4021,349.9000,4.2014
-13.8638,0.9378,349.9000,4.2073
-16.6005,0.1319,349.9000,4.2067
-15.0120,-0.8443,349.9000,4.2065
-14.7761,0.2791,349.9000,4.2038
-15.4652,-1.1159,349.9000,4.1938
-15.1325,0.1248,349.9000,4.2057
-14.8073,2.1957,349.9000,4.2077
-13.8477,-1.0242,349.9000,4.2056
-14.1514,1.5387,349.9000,4.1957
-13.1465,-0.5909,349.9000,4.2068
-14.7617,-1.1590,349.9000,4.2055
-16.4938,0.2949,349.9000,4.1845
-12.3180,-0.3776,349.9000,4.2053
-14.4152,-1.0976,349.9000,4.2031
-15.7656,0.8428,349.9000,4.2060
-15.9874,0.9158,349.9000,4.2007
-15.2452,0.4404,349.9000,4.2057
-14.8584,-1.2848,349.9000,4.2027
-13.0016,0.5031,349.9000,4.2065
-13.6833,1.4317,349.9000,4.2046
-14.3037,0.5105,349.9000,4.2023
-16.2032,-0.4066,349.9000,4.2027
-14.0780,1.2077,349.9000,4.1997
-14.7561,1.5093,349.9000,4.2087
-15.5489,-0.5327,349.9000,4.2043
-14.3910,1.4330,349.9000,4.2044
-14.1680,1.4355,349.9000,4.2015
-13.4641,1.4076,349.9000,4.2017
-14.9265,0.3968,349.9000,4.2049
-15.5954,1.3981,349.9000,4.2000
-14.7226,0.3664,349.9000,4.1988
-16.0113,-1.2803,349.9000,4.1939
-15.9092,-0.3223,349.9000,4.2052
-11.6115,-0.8871,349.9000,4.1969
-14.6357,-0.8701,349.9000,4.2018
-21.7363,3.1980,349.9000,4.1880
-16.0165,0.9463,349.9000,4.1993
-17.4429,1.6666,349.9000,4.2032
-15.4673,-1.0495,349.9000,4.1986
-13.4448,1.3470,349.9000,4.2057
-15.2256,-0.3693,349.9000,4.1956
-14.3412,0.6110,349.9000,4.2004
-13.5132,-0.5842,349.9000,4.2017
-13.8531,1.4424,349.9000,4.2027
-18.3328,-3.5128,349.9000,4.1739
-13.7512,0.1169,349.9000,4.2055
-15.8521,-0.1336,349.9000,4.1980
-16.2243,0.7167,349.9000,4.2028
-13.4779,-0.3190,349.9000,4.2061
-16.6659,1.1274,349.9000,4.2026
-13.8303,0.3552,349.9000,4.2054
-14.6826,-1.1159,349.9000,4.2022
-12.6414,0.8122,349.9000,4.2025
-16.4327,-0.0284,349.9000,4.2036
-15.2976,-1.0282,349.9000,4.2039
-12.8828,2.9951,349.9000,4.2027
-15.0499,1.2782,349.9000,4.1934
-13.2695,2.1706,349.9000,4.1980
-15.0735,0.7426,349.9000,4.1974
-14.1274,0.6874,349.9000,4.1989
-16.0934,-0.5834,349.9000,4.1843
-15.7227,0.1567,349.9000,4.1825
-14.0578,-1.4411,349.9000,4.1916
-16.3515,1.2132,349.9000,4.1939
-13.1800,-1.6683,349.9000,4.1895
-15.8023,4.6344,349.9000,4.2016
-14.4093,0.4558,349.9000,4.2033
-14.3859,-1.8132,349.9000,4.2079
-14.4662,-1.4818,349.9000,4.1987
-14.0652,-0.9321,349.9000,4.1878
-14.5019,1.0422,349.9000,4.2020
-14.2076,-1.9874,349.9000,4.2061
-14.2787,1.6045,349.9000,4.2051
-13.1067,0.7333,349.9000,4.2030
-14.9896,1.6573,349.9000,4.1991
-14.4874,-1.5203,349.9000,4.1991
-14.1656,-0.4198,349.9000,4.2052
-14.0339,0.0086,349.9000,4.2042
-15.8483,2.0362,349.9000,4.2043
-16.3480,-0.0893,349.9000,4.1883
-15.2044,-1.0454,349.9000,4.2010
-16.6161,-4.8672,349.9000,4.1982
-13.9612,0.8842,349.9000,4.1888
-13.9244,0.3009,349.9000,4.2031
-14.6763,0.9051,349.9000,4.2060
-14.4143,0.0552,349.9000,4.2001
-16.1922,-0.1671,349.9000,4.2052
-15.4479,-0.6485,349.9000,4.2029
-11.8061,0.8494,349.9000,4.2007
-15.7764,-0.6118,349.9000,4.1954
-13.8406,-0.3709,349.9000,4.1995
-13.8471,0.8779,349.9000,4.1882
-13.3963,0.4940,349.9000,4.2029
-13.5353,0.9145,349.9000,4.2042
-13.8675,-1.5930,349.9000,4.1991
-16.4237,1.8745,349.9000,4.1918
-15.2182,-0.7788,349.9000,4.1982
-14.5895,0.0385,349.9000,4.1991
-14.1063,-0.9914,349.9000,4.2067
-14.0943,-1.4526,349.9000,4.2068
-15.4255,-0.2681,349.9000,4.2014
-13.9767,-0.1114,349.9000,4.1989
-15.2758,-0.3030,349.9000,4.1952
-14.4421,-1.3843,349.9000,4.1960
-17.3185,0.6521,349.9000,4.2025
-15.1254,0.8090,349.9000,4.2060
-14.3005,1.2870,349.9000,4.1968
-14.0544,1.1120,349.9000,4.1975
-14.6476,1.3275,349.9000,4.2067
-15.2598,-0.5596,349.9000,4.2035
-15.7041,0.4969,349.9000,4.2072
-16.7592,-0.5064,349.9000,4.2054
-14.4960,-1.4131,349.9000,4.2075
-16.3690,-0.0663,349.9000,4.2010
-15.0710,-0.2399,349.9000,4.1847
-15.0367,0.2232,349.9000,4.2071
-15.4835,1.1547,349.9000,4.2044
-14.2370,0.2010,349.9000,4.2050
-14.4128,-1.9851,349.9000,4.2028
-15.6093,0.6535,349.9000,4.1993
-14.7909,-0.8930,349.9000,4.2038
-16.4036,-0.1408,349.9000,4.2028
-14.2442,-0.2195,349.9000,4.2063
-16.1613,0.8890,349.9000,4.2082
-15.1132,-0.0308,349.9000,4.2027
-14.2213,0.1592,349.9000,4.2011
-14.8047,-0.3868,349.9000,4.2039
-14.8977,-1.3655,349.9000,4.1976
-16.4299,-1.3181,349.9000,4.2027
-13.2162,-0.6679,349.9000,4.2049
-14.1553,0.4775,349.9000,4.2024
-16.4113,0.5132,349.9000,4.1980
-13.8209,-0.2145,349.9000,4.2064
-15.5417,0.9293,349.9000,4.2038
-13.9029,-0.8417,349.9000,4.2088
-16.0164,0.2374,349.9000,4.1986
-14.8482,-0.4564,349.9000,4.1979
-16.0080,0.1012,349.9000,4.2033
-13.3074,-0.7866,349.9000,4.2049
-17.0694,-1.0676,349.9000,4.1956
-16.4261,-1.0936,349.9000,4.2061
-14.5791,0.7388,349.9000,4.2044
-17.3121,0.7050,349.9000,4.2070
-15.6874,0.2444,349.9000,4.1915
-13.1494,1.5445,349.9000,4.2036
-15.2287,0.0082,349.9000,4.2038
-16.6359,-0.6378,349.9000,4.1989
-14.7433,0.2863,349.9000,4.1958
-11.6587,0.2937,349.9000,4.2061
-15.6425,-2.3240,349.9000,4.2023
-14.8385,-0.6020,349.9000,4.1858
-14.8809,-0.5868,349.9000,4.2027
-12.3444,0.7493,349.9000,4.1990
-15.4168,0.7692,349.9000,4.2028
-15.6224,0.6500,349.9000,4.1985
-14.5745,2.0567,349.9000,4.1956
-16.2548,1.7962,349.9000,4.2052
-14.9760,1.8040,349.9000,4.2016
-13.7179,1.1740,349.9000,4.2004
